Title,Year Released,Media Type,Movie Duration,Audience Rating,Audience Vote Count,Metacritic Score,Plot Description
886. Panipat,2019,MOVIE,2h 51m,5.2,6.1K,NA,"The Great Betrayal is a War Epic set in 1761, when Sadashiv Rao Bhau Peshwa led the Maratha army to the north of India to repel the invading forces of Ahmad Shah Abdali, the King of Afghanistan."
887. No Land's Man,2021,MOVIE,1h 39m,8.5,97,NA,The predominantly English-language film will chronicle a tragic and strange funny journey of a South Asian man whose journey takes a layered and complicated shape when he meets an Australian girl in the US.
888. Paan Singh Tomar,2012,MOVIE,2h 15m,8.2,38K,NA,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement."
889. Ragini MMS 2,2014,MOVIE,1h 59m,3.9,3.1K,NA,A sleazy film director's decision to shoot his latest erotic horror movie in a notorious haunted house angers the vengeful spirit of its past inhabitant.
890. Jism 2,2012,MOVIE,2h 10m,3.1,3.7K,NA,"Izna, a porn star, is tasked by an Indian Intelligence Agency to seduce her ex-boyfriend Kabir, a dreaded assassin, in order to steal vital information relating to his sleeper cell contacts."
891. Khul Ja Sim Sim: Ullu Series,2020,TV SERIES,NA,5.1,172,NA,The story revolves around a newly married couple and the dreams of a girl who loves experiments and fun in marital relation.
892. Bheja Fry,2007,MOVIE,1h 35m,7.6,12K,NA,"Ranjit, who makes fun of idiots, gets completely annoyed when he invites a tax inspector and a singer to his house."
893. The Tenant,2021,MOVIE,1h 52m,6.2,208,NA,Bollywood drama following a woman's conflict with a traditional housing society. Shamita Shetty stars.
894. Andar Bahar,2022–,TV SERIES,NA,7.9,9,NA,NA
895. Karan Arjun,1995,MOVIE,2h 55m,6.8,16K,NA,Karan and Arjun reincarnate in the different parts of the country. But the faith of their previous mother brings them together in order to avenge their death.
896. Raajneeti,2010,MOVIE,2h 43m,7.1,19K,NA,"Samar, the son of a political family, plans to go to the USA to live with his girlfriend. However, the death of his father makes him stop and enter the dirty world of politics."
897. Margarita with a Straw,2014,MOVIE,1h 40m,7.2,4.1K,63,"A rebellious young woman with cerebral palsy leaves her home in India to study in New York, unexpectedly falls in love, and embarks on an exhilarating journey of self-discovery."
898. In Your Name,2003,MOVIE,2h 12m,7.2,21K,NA,"Problems arise when Radhey Mohan, a delinquent falls in love with a girl named Nirjara."
899. Hello Mini,2019–,TV SERIES,NA,7.7,16K,NA,"Twenty two year old Rivanah moves from Kolkata to Mumbai for a new life. Amidst enjoying her new job and independence, someone shadowing her makes life both convenient and troublesome"
900. Taish,2020,MOVIE,2h 23m,7.3,6K,NA,"A story of friendship and loss of innocence when two worlds clash amid a wedding when a secret exposes a betrayal, and innocent friends converge with dangerous criminals and intense violence."
901. Crash Course,2022–,TV SERIES,NA,7.3,4.2K,NA,"The story of two warring coaching institutes, and the consequences of their rivalry on the students who come there to study. A journey of friendship, first love, heartbreak, peer pressure and the loss of innocence of youth."
902. Sarkar 3,2017,MOVIE,2h 10m,4.9,2.3K,NA,"The third film in Ram Gopal Varma's Sarkar trilogy, which chronicles the exploits of a powerful political figure."
903. Ajeeb Daastaans,2021,MOVIE,2h 22m,6.7,6.4K,NA,Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.
904. Antarvasna,2022–2023,TV SERIES,NA,7.8,20,NA,"The story of two young brothers visiting uncle's house to enjoy their holiday. After watching their aunt, they start coming close to her in their imagination...Let's see did they fulfill their fantasy with their aunt."
905. Buddha: Rajaon Ka Raja,2013–2014,TV SERIES,NA,8.7,470,NA,"This series is a biography of Siddharta Gautama, the great Indian sage and founder of Buddhism."
906. Badhaai Ho,2018,MOVIE,2h 4m,7.9,38K,NA,A man is embarrassed when he finds out his mother is pregnant.
907. Gabbar Is Back,2015,MOVIE,2h 8m,7.0,27K,NA,"After a vengeful college professor targets corruption in the government, he adopts the name ""Gabbar"" and becomes a hero to a weary public."
908. Atrangi Re,2021,MOVIE,2h 18m,6.5,28K,NA,"A Tamil boy meets a girl from Bihar, what follows is a love story for the ages. A non-linear narrative of two romances running in parallel from different timelines."
909. Baby,2015,MOVIE,2h 39m,7.9,61K,NA,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India."
910. Koyla,1997,MOVIE,2h 46m,6.2,9.9K,NA,"A village girl agrees to a marriage to a king she has never met after he sends her a photograph of himself. But the man in the photograph is not the king but his most loyal slave, the handsome but mute Shankar."
911. Kaagaz 2,2024,MOVIE,2h 5m,6.0,2.6K,NA,The Struggles of a common man whose right to life is infringed upon by protests and rallies
912. Zinda,2006,MOVIE,1h 56m,4.9,3.8K,NA,"A man, taken and locked up for 14 years without any sane reason, is suddenly released, and has 4 days to figure out why this was done to him."
913. Ghar Waapsi,2022–,TV SERIES,NA,8.7,4.4K,NA,"The life of Shekhar, who is out of work, changes forever as he moves back to his hometown and finds a road to self-discovery."
914. Humpty Sharma Ki Dulhania,2014,MOVIE,2h 13m,6.0,14K,NA,"A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra, she meets Humpty Sharma, a carefree Delhiite, and falls in love with him."
915. Phone Bhoot,2022,MOVIE,2h 16m,5.2,11K,NA,"A ghost reaches out to two bumbling ghostbusters for a business idea. However, their plans go downhill as the eerie ghost reveals her plan."
916. Call Center,2020–,TV SERIES,NA,7.2,36,NA,As trust and loyalty are broken heartbreak happens. Things take a new turn and passion for power begins. The couples get broken away. Can things turn back normal?
917. The Ghazi Attack,2017,MOVIE,1h 56m,7.5,15K,NA,"A Pakistani submarine, Ghazi plans to secretly attack Vizag port. For doing so, it has to get past Indian submarine S21."
918. Saudagar,1991,MOVIE,3h 33m,6.7,1.6K,NA,Two clan chiefs who have maintained a blood feud for decades have to contend with the romance between their respective grandchildren.
919. Fever,2016,MOVIE,1h 47m,4.7,750,NA,"An assassin loses his memory in an accident. He wakes up knowing only his name, and a subconscious memory of a crime he has committed."
920. The Brawler,2017,MOVIE,2h 34m,8.0,8.7K,NA,A boxer struggles to make his mark in the boxing world.
921. Maine Pyaar Kyun Kiya,2005,MOVIE,2h 25m,5.6,5.9K,NA,"Samir is in love with Sonia but has unfortunately lied to her that he was already married.When she wants to meet her wife,Samir approaches his dutiful nurse Naina to play 'wife'a drama that turns out into a comedy of errors."
922. Raaz,2002,MOVIE,2h 31m,6.6,4.1K,NA,"Sanjana and Aditya decide to give their marriage one last chance. They plan a holiday in Ooty, but they don't know that a strange figure is waiting for them to come."
923. Mere Yaar Ki Shaadi Hai,2002,MOVIE,2h 38m,5.5,2.5K,NA,Sanjay wakes up to the truth that he loves his best friend Sanjana reluctantly but surely and sets off on a noble mission - to break her wedding.
924. Yeh Hai Mohabbatein,2013–2019,TV SERIES,NA,4.5,1.1K,NA,"Doctor Ishita saves a life of a young girl named Ruhi in an accident. Neglected by her parents, Ruhi is allowed to stay for a while but Ruhi's father accuses Ishita of kidnapping her."
925. Table No. 21,2013,MOVIE,1h 48m,7.2,14K,NA,A couple is drawn into a game show with a whooping winning prize. However the game turns into more than a survival for them with no escape.
926. Dabangg 2,2012,MOVIE,2h,4.8,20K,NA,Chulbul Pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life.
927. The Other End of the Line,2007,MOVIE,1h 46m,6.1,6.3K,40,An employee at an Indian call-center travels to San Francisco to be with a guy she falls for over the phone.
928. Gulmohar,2023,MOVIE,2h 11m,7.6,5.4K,NA,Follows the final four days of the Batra family living in their 31-year-old family home as they move to a new city.
929. Anupamaa,2020–,TV SERIES,NA,3.9,3.1K,NA,"Anupamaa sacrificed a lot to become a loyal wife, a devoted daughter-in-law, and a loving mother, only to be disrespected in return. After the bitter realization, she sets out to live on ."
930. Bachchhan Paandey,2022,MOVIE,2h 27m,5.0,37K,NA,"When a struggling filmmaker and actor set out to make a biography on one of the most dreaded gangsters, they have little idea about just how crazy and dangerous it's going to be."
931. Jalebi Bai,2022,TV SERIES,NA,7.8,85,NA,"Jalebi Bai, was a mere house help when she met different people with different lifestyles. But soon, with her strange and seductive methods she became the string that tied them together."
932. Kahaani 2,2016,MOVIE,2h 7m,6.6,6.1K,NA,A woman with a mysterious past is charged with kidnapping and murder.
933. Gulabo Sitabo,2020,MOVIE,2h 4m,6.3,14K,NA,"Two scheming men get caught up in a game of one upmanship, each one attracting other members to their clan and each one with an agenda of his own."
934. Good Luck Jerry,2022,MOVIE,2h 28m,5.5,5.9K,NA,"The film is the official remake of Tamil movie Kolamaavu Kokila, which tells the story of an innocent girl who gets pulled into the notorious world of cocaine smuggling."
935. Dybbuk: The Curse Is Real,2021,MOVIE,1h 52m,5.0,3K,NA,"Mahi, a newly married woman, brings an antique Jewish box into her home. When Mahi and her husband Sam begin to have paranormal experiences, they soon learn that the box is a dybbuk containing an evil spirit. The couple then seeks the help of a rabbi to unravel its mystery. Will they survive this ordeal before their child is born?"
936. Soorma,2018,MOVIE,2h 11m,7.3,5.6K,NA,"Soorma is the story of the triumph of the human spirit, about a player, who made headlines for his miraculous comeback after facing a near death experience through sheer determination, hard work and unrelenting passion for the sport."
937. Kill Dil,2014,MOVIE,2h 7m,4.4,4.5K,NA,"Abandoned when young, Bhaiyaji gives shelter to Dev and Tutu. A game of defiance, deception and love follows when free-spirited Disha enters their life."
938. Dukaan,2024,MOVIE,2h 2m,7.7,103,NA,"A girl who becomes a surrogate mother, becoming the relief for couples with issues."
939. Vivah,2006,MOVIE,2h 40m,6.7,11K,NA,"Poonam, a traditionally brought-up young woman, is to marry Prem, a groom chosen by her uncle. Poonam and Prem's faith and love are to be tested however, when an accident occurs and Poonam might be scarred for life."
940. Starfish,2023,MOVIE,2h 1m,4.6,19K,NA,Beautiful journey through the depths of the underwater world as we witness a gripping tale of grief and healing unfold before our eyes.
941. Pushtaini,2023,MOVIE,1h 30m,8.3,45,NA,"A struggling Bollywood actor forced to return to his home and face his past, travels through the Himalayan mountains and shares adventures with strangers, unaware of what the journey has in store for him."
942. The Great Indian Family,2023,MOVIE,1h 52m,5.7,6.9K,NA,"Ved Vyas Tripathi, aka Bhajan Kumar, is a devout Hindu man who faces an identity crisis and a personal dilemma when he discovers he is actually a Muslim by birth."
943. Khoobsurat,2014,MOVIE,2h 10m,6.4,9.2K,NA,A hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her and engaged to someone else.
944. SSC,2023,TV SERIES,NA,8.6,8.7K,NA,"Shiv Shankar Chaudhary navigates the high-stakes world of the SSC exam, first as a student driven by his father's expectations, and then as an insider in the business that thrives on the hopes of millions."
945. All the Best: Fun Begins,2009,MOVIE,2h 24m,6.2,7.1K,NA,The unexpected arrival of his elder NRI brother and assorted characters complicates the life of a Goan male.
946. Mohra,1994,MOVIE,2h 57m,7.0,8.7K,NA,"A journalist comes to the aid of a murderer with a life sentence when she makes an appeal in court and although he is given his freedom, they soon discover that there is a grim reason behind his release."
947. Ek Villain Returns,2022,MOVIE,2h 9m,4.4,16K,NA,The story of two men in one sided love. The paths they choose to fulfill their love stories decide who the Hero is and who is the Villain.
